"","headline","snippet","date","text_clean","keyword","framing_label"
"245","Afghanistan: Taliban fight kills 15 security troops | Taliban News | Al ...","Mar 30, 2016 ... Niazo had no information of any insurgent casualties during the battle. The Taliban have in recent months stepped up their attacks in ...","13 Aug 2006","afghanistan taliban fight kills security troops taliban news al mar niazo information insurgent casualties battle taliban recent months stepped attacks  ","Insurgent","Insurgency"
"246","Several killed in Kuwait gun battle | News | Al Jazeera","Jan 31, 2005 ... Several insurgents have been killed and others wounded in a gun ... On Sunday, an insurgent, a policeman and a Bahraini bystander were ...","14 Oct 2012","several killed kuwait gun battle news al jazeera jan several insurgents killed others wounded gun sunday insurgent policeman bahraini bystander  ","Insurgent","Insurgency"
"247","India steps up independence day vigil | News | Al Jazeera","Aug 13, 2006 ... The celebrations on August 15 – which mark India's independence from British rule in 1947 – have been frequently disturbed by insurgent ...","16 Mar 2016","india steps independence day vigil news al jazeera aug celebrations august – mark indias independence british rule – frequently disturbed insurgent ","Insurgent","Insurgency"
"248","Five British marines charged with murder | News | Al Jazeera","Oct 14, 2012 ... Soldiers implicated in 2011 shooting incident in southern Afghanistan described “an engagement with an insurgent”.","29 Apr 2010","five british marines charged murder news al jazeera oct soldiers implicated shooting incident southern afghanistan described “ engagement insurgent”","Insurgent","Insurgency"
"249","Deadly bomb blast hits bus in Pakistan | Conflict News | Al Jazeera","Mar 16, 2016 ... Explosion rocks bus carrying government officials in northwestern Peshawar, killing 15 and wounding more than 30.","Last update 23 Jan 2020","deadly bomb blast hits bus pakistan conflict news al jazeera mar explosion rocks bus carrying government officials northwestern peshawar killing wounding ","Insurgent","Neutral"
"250","US cautious on Afghan progress | News | Al Jazeera","Apr 29, 2010 ... “Expanded violence is viewed as an insurgent victory, and insurgents perceive low voter turnout and reports of fraud during the past ...","20 Nov 2007","us cautious afghan progress news al jazeera apr “expanded violence viewed insurgent victory insurgents perceive low voter turnout reports fraud past ","Insurgent","Insurgency"
"251","Over 600 rebels in northeast India surrender in boost for peace ...","Jan 23, 2020 ... “A total of 644 rebels belonging to eight different insurgent groups surrendered today, lending a huge boost to the government's peace ...","29 Jul 2005"," rebels northeast india surrender boost peace jan “ total rebels belonging eight different insurgent groups surrendered today lending huge boost governments peace ","Insurgent","Insurgency"
"252","Iraqi photographer faces US charge | News | Al Jazeera","Nov 20, 2007 ... ... insurgent activity”. Claim rejected. Dave Tomlin, AP's associate general counsel, rejected the claim: “That's what the military has been ...","6 Feb 2005","iraqi photographer faces us charge news al jazeera nov insurgent activity” claim rejected dave tomlin aps associate general counsel rejected claim “thats military  ","Insurgent","Insurgency"
"253","Kashmir insurgents kill Hindu villagers | News | Al Jazeera","Jul 29, 2005 ... Suspected insurgents raided a remote village in the Indian-controlled part of Kashmir, separated the villagers by their religion and then ...","25 Dec 2010","kashmir insurgents kill hindu villagers news al jazeera jul suspected insurgents raided remote village indiancontrolled part kashmir separated villagers religion  ","Insurgent","Insurgency"
"254","Insurgents surrender in Kuwait | News | Al Jazeera","Feb 6, 2005 ... Insurgents surrender in Kuwait. At least four non-Kuwaiti Arabs surrendered to Kuwaiti security forces surrounding their hideout inthe north ...","27 Feb 2007","insurgents surrender kuwait news al jazeera feb insurgents surrender kuwait least four nonkuwaiti arabs surrendered kuwaiti security forces surrounding hideout inthe north ","Insurgent","State_Violence"
"255","Somalia rebel groups 'merge' | News | Al Jazeera","Dec 25, 2010 ... Sheik Ali Mohamud Rage, a spokesman for al-Shabab, said the insurgent group would tell other armed fighters around the world that insurgents in ...","27 Jun 2006","somalia rebel groups merge news al jazeera dec sheik ali mohamud rage spokesman alshabab said insurgent group tell armed fighters around world insurgents  ","Insurgent","Insurgency"
"256","Iraq bombings kill at least 13 | News | Al Jazeera","Feb 27, 2007 ... ... insurgents have kept up their campaign of bombings and suicide attacks. US commanders said they have noticed increased insurgent violence ...","Last update 20 Apr 2017","iraq bombings kill least news al jazeera feb insurgents kept campaign bombings suicide attacks us commanders said noticed increased insurgent violence ","Insurgent","Insurgency"
"257","Heavy Ethiopian rebel losses claimed | News | Al Jazeera","Jun 27, 2006 ... Various insurgent groups operate in the country's remote north ... insurgents. Asmara says Ethiopia is inventing threats to justify ...","26 Apr 2011","heavy ethiopian rebel losses claimed news al jazeera jun various insurgent groups operate countrys remote north insurgents asmara says ethiopia inventing threats justify ","Insurgent","Insurgency"
"258","Two killed in bomb blast in Thailand's restive south | Conflict News ...","Apr 20, 2017 ... Two insurgents were killed in Thailand's ... Military spokesman Pramote Prom-in identified the dead as “insurgent operation leaders”.","12 Aug 2010","two killed bomb blast thailands restive south conflict news apr two insurgents killed thailands military spokesman pramote promin identified dead “insurgent operation leaders”","Insurgent","Insurgency"
"259","Senior al-Qaeda leader killed in Afghanistan | News | Al Jazeera","Apr 26, 2011 ... ... insurgents and al-Qaeda members, an ISAF statement said. ... Abu Hafs al-Najdi was al-Qaeda's operations chief for Kunar and was responsible for ...","5 Jan 2008","senior alqaeda leader killed afghanistan news al jazeera apr insurgents alqaeda members isaf statement said abu hafs alnajdi alqaedas operations chief kunar responsible  ","Insurgent","Insurgency"
"260","Civilian deaths spark Afghan unrest | News | Al Jazeera","Aug 12, 2010 ... ... insurgents” and a Taliban commander had been detained. ... After securing the compound, the assault force detained one suspected insurgent,” a ...","4 Sep 2006","civilian deaths spark afghan unrest news al jazeera aug insurgents” taliban commander detained securing compound assault force detained one suspected insurgent”  ","Insurgent","Insurgency"
"261","Iraqi soldiers shoot US troops | News | Al Jazeera","Jan 5, 2008 ... The soldier was an insurgent infiltrator,” Brigadier-General Mutaa ... “There is some penetration [by insurgents] and we want to purify the Iraqi ...","24 Apr 2005","iraqi soldiers shoot us troops news al jazeera jan soldier insurgent infiltrator” brigadiergeneral mutaa “ penetration insurgents want purify iraqi ","Insurgent","Insurgency"
"262","British troops killed in Iraq attack | News | Al Jazeera","Sep 4, 2006 ... Two British soldiers have been killed in an ambush in Basra while Iraqi authorities say they killed 14 insurgents and arrested 200 others.","Last update 8 Mar 2017","british troops killed iraq attack news al jazeera sep two british soldiers killed ambush basra iraqi authorities say killed insurgents arrested oth","Insurgent","Insurgency"
"263","Ethiopia says Somali insurgents killed | News | Al Jazeera","Apr 24, 2005 ... The Ethiopian army has killed a large number of Somali insurgents, suspected of being trained by the Eritrean government, and captured ...","27 Feb 2006","ethiopia says somali insurgents killed news al jazeera apr ethiopian army killed large number somali insurgents suspected trained eritrean government captured ","Insurgent","Insurgency"
"264","Sudan's Omar al-Bashir pardons 259 rebels | Conflict News | Al ...","Mar 8, 2017 ... Move comes after insurgents released 125 soldiers who fought in ... Bashir's order came three days after a prominent insurgent group ...","16 Nov 2004","sudans omar albashir pardons rebels conflict news al mar move comes insurgents released soldiers fought bashirs order came three days prominent insurgent group ","Insurgent","Insurgency"
"265","Suspected insurgents killed in Riyadh | News | Al Jazeera","Feb 27, 2006 ... Saudi forces have killed five suspected insurgents believed to be linked to an al-Qaida attack on a major oil facility, security sources ...","4 Mar 2006","suspected insurgents killed riyadh news al jazeera feb saudi forces killed five suspected insurgents believed linked alqaida attack major oil facility security sources ","Insurgent","Insurgency"
"266","Saudi police, insurgents in gun battle | News | Al Jazeera","Nov 16, 2004 ... Saudi security forces and insurgents fighting against the country's monarchic government in the northern town of Unaiza have fired on each ...","26 Mar 2013","saudi police insurgents gun battle news al jazeera nov saudi security forces insurgents fighting countrys monarchic government northern town unaiza fired  ","Insurgent","State_Violence"
"267","Algeria releases jailed insurgents | News | Al Jazeera","Mar 4, 2006 ... Algeria releases jailed insurgents. Scores of Algerian prisoners held over terrorist offences in an armed Muslim insurgency have become free men ...","9 Dec 2009","algeria releases jailed insurgents news al jazeera mar algeria releases jailed insurgents scores algerian prisoners held terrorist offences armed muslim insurgency become free men ","Insurgent","Terrorism"
"268","Afghan police killed in suicide bombings | News | Al Jazeera","Mar 26, 2013 ... An insurgent in a bomb-laden car detonated his vehicle in front of ... Insurgents have in recent months been carrying out complex ...","9 Oct 2004","afghan police killed suicide bombings news al jazeera mar insurgent bombladen car detonated vehicle front insurgents recent months carrying complex ","Insurgent","Insurgency"
"269","Thai PM hosts Malaysia leader | News | Al Jazeera","Dec 9, 2009 ... ... insurgent. Two people were killed on Monday by a powerful motorcycle ... insurgents. “If the government is serious about curbing the ...","21 Apr 2005","thai pm hosts malaysia leader news al jazeera dec insurgent two people killed monday powerful motorcycle insurgents “ government serious curbing  ","Insurgent","Insurgency"
"270","Bigley: Blair has blood on his hands | News | Al Jazeera","Oct 9, 2004 ... Insurgents sources revealed British captive Kenneth Bigley escaped briefly from his captors shortly before they beheaded him in Iraq.","Last update 13 Dec 2016","bigley blair blood hands news al jazeera oct insurgents sources revealed british captive kenneth bigley escaped briefly captors shortly beheaded iraq","Insurgent","Insurgency"
"271","Police, insurgents killed in Makka clash | News | Al Jazeera","Apr 21, 2005 ... Two insurgents and two police officers have been killed after anti-government fighters clashed with Saudi Arabian security forces in Makka.","5 Oct 2011","police insurgents killed makka clash news al jazeera apr two insurgents two police officers killed antigovernment fighters clashed saudi arabian security forces makka","Insurgent","State_Violence"
"272","Is another Boko Haram in the making? | Boko Haram | Al Jazeera","Dec 13, 2016 ... The designation of the Islamic Movement of Nigeria as an insurgent group is a dangerous move for the Nigerian state.","17 Apr 2007"," another boko haram making boko haram al jazeera dec designation islamic movement nigeria insurgent group dangerous move nigerian st","Insurgent","Insurgency"
"273","The 'War on Terror' rages in the Philippines | News | Al Jazeera","Oct 5, 2011 ... ... insurgent groups” in 2002. Although the military describes its mission in the Philippines as a success, nearly ten years later, the results ...","20 Apr 2006"," war terror rages philippines news al jazeera oct insurgent groups” although military describes mission philippines success nearly ten years later results ","Insurgent","Insurgency"
"274","Iraq 'is university of terrorism' | News | Al Jazeera","Apr 17, 2007 ... The authenticity of the tape could not be verified but it was posted on websites previously used by al-Qaeda and other insurgent groups in Iraq.","5 Apr 2005","iraq university terrorism news al jazeera apr authenticity tape verified posted websites previously used alqaeda insurgent groups iraq","Insurgent","Terrorism"
"275","Eight troops killed in Pakistan fighting | News | Al Jazeera","Apr 20, 2006 ... Separately, a suspected foreign insurgent and a paramilitary soldier died in a gunbattle at a checkpoint in the tribal region of Bajaur near ...","15 Aug 2017","eight troops killed pakistan fighting news al jazeera apr separately suspected foreign insurgent paramilitary soldier died gunbattle checkpoint tribal region bajaur near ","Insurgent","Insurgency"
"276","Fierce clashes rage in Saudi Arabia | News | Al Jazeera","Apr 5, 2005 ... Aljazeera said insurgents hurled grenades at police from their hideout late on Sunday. A ministry statement said another insurgent was ...","17 Mar 2008","fierce clashes rage saudi arabia news al jazeera apr aljazeera said insurgents hurled grenades police hideout late sunday ministry statement said another insurgent  ","Insurgent","Insurgency"
"277","Several people killed in attacks on UN camps in Mali | United ...","Aug 15, 2017 ... Armed assailants killed seven people and injured seven others in an attack on UN peacekeeping headquarters in Timbuktu.","7 Dec 2005","several people killed attacks un camps mali united aug armed assailants killed seven people injured seven others attack un peacekeeping headquarters timbuktu","Insurgent","Neutral"
"278","Myanmar's ethnic insurgents | Humanitarian Crises | Al Jazeera","Mar 17, 2008 ... Myanmar's ethnic insurgents. People & Power report on Myanmar's lucrative and illegal timber trade. Read more. undefined. Myanmar has been ...","27 Oct 2003","myanmars ethnic insurgents humanitarian crises al jazeera mar myanmars ethnic insurgents people power report myanmars lucrative illegal timber trade read undefined myanmar  ","Insurgent","Insurgency"
"279","Makka conference urges moderation | News | Al Jazeera","Dec 7, 2005 ... ... insurgent violence at home. Hardline sympathisers. US critics have ... insurgents through a tough security crackdown and a campaign to win over ...","27 Oct 2003","makka conference urges moderation news al jazeera dec insurgent violence home hardline sympathisers us critics insurgents tough security crackdown campaign win  ","Insurgent","State_Violence"
"280","Arroyo attacks Communist insurgents | News | Al Jazeera","Oct 27, 2003 ... Arroyo attacks Communist insurgents. Communist guerrillas are increasing the intensity of their attacks in the Philippines to counter their ...","2 Jul 2004","arroyo attacks communist insurgents news al jazeera oct arroyo attacks communist insurgents communist guerrillas increasing intensity attacks philippines counter  ","Insurgent","Insurgency"
"281","Arroyo attacks Communist insurgents | News | Al Jazeera","Oct 27, 2003 ... Arroyo attacks Communist insurgents. Communist guerrillas are increasing the intensity of their attacks in the Philippines to counter their ...","24 Oct 2010","arroyo attacks communist insurgents news al jazeera oct arroyo attacks communist insurgents communist guerrillas increasing intensity attacks philippines counter  ","Insurgent","Insurgency"
"282","Insurgents killed in Riyadh | News | Al Jazeera","Jul 2, 2004 ... Security forces in Saudi Arabia have killed two anti-government fighters in a shootout. Saudi authorities are cracking down on suspected ...","3 May 2009","insurgents killed riyadh news al jazeera jul security forces saudi arabia killed two antigovernment fighters shootout saudi authorities cracking suspected ","Insurgent","State_Violence"
"283","The role of Awakening councils | Investigative News | Al Jazeera","Oct 24, 2010 ... “Salim was a low level SoI leader who used his SoI affiliation to conceal insurgent activities. Salim is widely known to have been involved ...","29 Sep 2012"," role awakening councils investigative news al jazeera oct “salim low level soi leader used soi affiliation conceal insurgent activities salim widely known involved ","Insurgent","Insurgency"
"284","Pakistan region gets sharia court | News | Al Jazeera","May 3, 2009 ... ... insurgent. “Now anyone carrying arms would be treated as a rebel and would be prosecuted in the qazi courts,” Hussain said. In depth.","10 Aug 2011","pakistan region gets sharia court news al jazeera may insurgent “now anyone carrying arms treated rebel prosecuted qazi courts” hussain said depth","Insurgent","Insurgency"
"285","Has the Afghan surge been a complete failure? | News | Al Jazeera","Sep 29, 2012 ... Insurgent attacks may be lower than last year, but they are ... And the number of civilian casualties caused by insurgent attacks in August 2012 ...","16 Aug 2010"," afghan surge complete failure news al jazeera sep insurgent attacks may lower last year number civilian casualties caused insurgent attacks august  ","Insurgent","Insurgency"
"286","Taliban who shot at US helicopter 'are dead' | News | Al Jazeera","Aug 10, 2011 ... ... insurgent who fired the shot associated with the Aug 6 downing of the CH-47 helicopter, which resulted in the deaths of 38 Afghan and ...","18 Aug 2008","taliban shot us helicopter dead news al jazeera aug insurgent fired shot associated aug downing ch helicopter resulted deaths afghan  ","Insurgent","Insurgency"
"287","Afghan couple stoned to death | News | Al Jazeera","Aug 16, 2010 ... The Taliban and other insurgent groups are growing increasingly ... “The insurgents have clearly given up winning over the population ...","Last update 27 Nov 2017","afghan couple stoned death news al jazeera aug taliban insurgent groups growing increasingly “ insurgents clearly given winning population ","Insurgent","Insurgency"
"288","Blast kills Awakening group leader | News | Al Jazeera","Aug 18, 2008 ... ... insurgent stronghold. The assailant, wearing a black abaya robe ... Also on Sunday, insurgents raided a police checkpoint in the ...","31 Dec 2003","blast kills awakening group leader news al jazeera aug insurgent stronghold assailant wearing black abaya robe also sunday insurgents raided police checkpoint  ","Insurgent","Insurgency"
"289","Mali delays regional elections amid security concerns | United ...","Nov 27, 2017 ... ... insurgent. French military intervened in 2013 as armed group's seized Mali's desert north [FILE: Benoit Tessier/Reuters]. Published On 27 Nov ...","Last update 12 Oct 2020","mali delays regional elections amid security concerns united nov insurgent french military intervened armed groups seized malis desert north file benoit tessierreuters published nov ","Insurgent","Insurgency"
"290","Burundi rebels order Catholic head out | News | Al Jazeera","Dec 31, 2003 ... Rebels from Burundi's last active Hutu insurgent group, the National Liberation Forces (FNL), has given the head of the Catholic Bishops ...","22 Apr 2006","burundi rebels order catholic head news al jazeera dec rebels burundis last active hutu insurgent group national liberation forces fnl given head catholic bishops ","Insurgent","Insurgency"
"291","Anti-India clashes after troops kill two rebels in Kashmir | Conflict ...","Oct 12, 2020 ... Two suspected insurgents killed in fighting, say police, as ... Police said one of the dead was a Pakistani insurgent who had been ...","17 Oct 2010","antiindia clashes troops kill two rebels kashmir conflict oct two suspected insurgents killed fighting say police police said one dead pakistani insurgent  ","Insurgent","Insurgency"
"292","Hostage body 'buried near Falluja' | News | Al Jazeera","Apr 22, 2006 ... Osman Karahan the lawyer of a suspected al-Qaeda militant who allegedly ordered Bigley's death, said the ditch is about 50m from an insurgent ...","8 Jul 2006","hostage body buried near falluja news al jazeera apr osman karahan lawyer suspected alqaeda militant allegedly ordered bigleys death said ditch m insurgent ","Insurgent","Insurgency"
"293","Taliban talks: folly or fortune? | Opinions | Al Jazeera","Oct 17, 2010 ... Vague stories concerning contacts between the government of Hamid Karzai, the Afghan president, and various insurgent factions are hardly ...","Last update 31 May 2017","taliban talks folly fortune opinions al jazeera oct vague stories concerning contacts government hamid karzai afghan president various insurgent factions hardly ","Insurgent","Insurgency"
"294","Iran 'committed' to stability in Iraq | News | Al Jazeera","Jul 8, 2006 ... The US accuses Iran of backing some insurgent groups in Iraq, a charge which Tehran denies. ... Iraqi officials have said some insurgents ...","21 Jun 2005","iran committed stability iraq news al jazeera jul us accuses iran backing insurgent groups iraq charge tehran denies iraqi officials said insurgents ","Insurgent","Insurgency"
"295","Kabul blast: 'Such attacks will never end' | Science and Technology ...","May 31, 2017 ... Jawid Kohistani: This is not the first time that insurgents in Afghanistan have managed to attack or hit areas that are under heavy security.","15 Jun 2010","kabul blast attacks will never end science technology may jawid kohistani first time insurgents afghanistan managed attack hit areas heavy secur","Insurgent","Insurgency"
"296","Taliban pushed out of district capital | News | Al Jazeera","Jun 21, 2005 ... Eleven insurgents were shot dead while another 21 died ... Afghan officials reported 21 more insurgent deaths in clashes later that day.","10 Dec 2014","taliban pushed district capital news al jazeera jun eleven insurgents shot dead another died afghan officials reported insurgent deaths clashes later dai","Insurgent","Insurgency"
"297","Marine jailed for war crimes freed | News | Al Jazeera","Jun 15, 2010 ... The squad placed an AK-47 assault rifle and shovel near the man's body, to make him look like an insurgent planting a bomb. The other ...","26 Oct 2015","marine jailed war crimes freed news al jazeera jun squad placed ak assault rifle shovel near mans body make look like insurgent planting bomb  ","Insurgent","Insurgency"
"298","Bringing Iraq's 'ghost' forces back to life | Opinions | Al Jazeera","Dec 10, 2014 ... In April 2013, the ISF suffered a significant localised collapse in Kirkuk and northern Salah al-Din following a Sunni insurgent uprising that ...","30 Apr 2009","bringing iraqs ghost forces back life opinions al jazeera dec april isf suffered significant localised collapse kirkuk northern salah aldin following sunni insurgent uprising  ","Insurgent","Insurgency"
"299","Enemy of Enemies: The Rise of ISIL | ISIL/ISIS | Al Jazeera","Oct 26, 2015 ... Al Jazeera explores the origins and evolution of the world's most feared and powerful insurgent group – ISIL.",NA,"enemy enemies rise isil isilisis al jazeera oct al jazeera explores origins evolution worlds feared powerful insurgent group – isil","Insurgent","Insurgency"
"300","US fears over al-Qaeda in Pakistan | News | Al Jazeera","Apr 30, 2009 ... ... insurgent groups and criminal gangs,” it said. 'Gravely concerned'. The White House has made Pakistan and neighbouring Afghanistan a central ...",NA,"us fears alqaeda pakistan news al jazeera apr insurgent groups criminal gangs” said gravely concerned white house made pakistan neighbouring afghanistan central ","Insurgent","Insurgency"
"301","The epic story of a 97-year-old Palestinian freedom fighter | News ...","Jun 7, 2018 ... The epic story of a 97-year-old Palestinian freedom fighter.","7 Jun 2018"," epic story yearold palestinian freedom fighter news jun epic story yearold palestinian freedom fight","Freedom fighter","Freedom_Fighter"
"302","Pio Gama Pinto: The Indian activist who became a Kenyan freedom ...","Dec 12, 2023 ... Pio Gama Pinto: The Indian activist who became a Kenyan freedom fighter. Pinto, who died in Kenya's first political assassination, on ...","Last update 12 Dec 2023","pio gama pinto indian activist became kenyan freedom dec pio gama pinto indian activist became kenyan freedom fighter pinto died kenyas first political assassination  ","Freedom fighter","Freedom_Fighter"
"303","'Freedom fighter' party launched in S Africa | News | Al Jazeera","Oct 14, 2013 ... Julius Malema's Economic Freedom Fighters is proposing to seize land from white people and nationalise mines. Al Jazeera's Tania Page reports ...","13 Apr 2025","freedom fighter party launched s africa news al jazeera oct julius malemas economic freedom fighters proposing seize land white people nationalise mines al jazeeras tania page reports ","Freedom fighter","Freedom_Fighter"
"304","Namibia's first female president: From freedom fighter to reformer ...","Apr 13, 2025 ... President Netumbo Nandi-Ndaitwah on rising to power as Namibia's first woman leader and whether real change is possible.","3 Apr 2014","namibias first female president freedom fighter reformer apr president netumbo nandindaitwah rising power namibias first woman leader whether real change poss","Freedom fighter","Freedom_Fighter"
"305","Transcript: Martin McGuinness | TV Shows | Al Jazeera","Apr 3, 2014 ... Mehdi Hasan: Martin McGuinness, you have heard the cliche, we have all heard the cliche: one man's terrorist is another man's freedom fighter.","Last update 23 Jul 2020","transcript martin mcguinness tv shows al jazeera apr mehdi hasan martin mcguinness heard cliche heard cliche one mans terrorist another mans freedom fight","Freedom fighter","Freedom_Fighter"
"306","Indian folk icon who also printed fake notes to fight the British | Music ...","Jul 23, 2020 ... ... freedom fighters leading the struggle for India's independence from the British colonial rulers. ... The least they can do is declare him a ...","21 Mar 2017","indian folk icon also printed fake notes fight british music jul freedom fighters leading struggle indias independence british colonial rulers least can declare  ","Freedom fighter","Freedom_Fighter"
"307","Martin McGuinness: Can political violence be justified? | Armed ...","Mar 21, 2017 ... The Republican fighters, however, saw themselves as a ... It was a classic case of “one man's terrorist is another man's freedom fighter”.","Last update 15 Apr 2022","martin mcguinness can political violence justified armed mar republican fighters however saw classic case “one mans terrorist another mans freedom fighter”","Freedom fighter","Freedom_Fighter"
"308","2002 pogrom still haunts Muslim freedom fighter's family in India ...","Apr 15, 2022 ... Gul and his brothers Deen and Anwar took shelter in a relief camp in Idar town, 21km (13 miles) from Mudeti. For a year, the camp was their home ...","18 Jun 2014"," pogrom still haunts muslim freedom fighters family india apr gul brothers deen anwar took shelter relief camp idar town km miles mudeti year camp home ","Freedom fighter","Freedom_Fighter"
"309","Al Jazeera's Elshamy freed from Egypt prison | Freedom of the Press ...","Jun 18, 2014 ... Everyone who is a freedom fighter or a journalist doing his work credibly and honestly has won,” Elshamy said. “I missed my freedom, I ...","30 Jan 2020","al jazeeras elshamy freed egypt prison freedom press jun everyone freedom fighter journalist work credibly honestly won” elshamy said “ missed freedom  ","Freedom fighter","Freedom_Fighter"
"310","Gandhi's death anniversary galvanises India's anti-CAA protesters ...","Jan 30, 2020 ... As demonstrators mark martyrdom of iconic freedom fighter by holding protests, many accuse BJP of doublespeak on Gandhi.","Last update 16 Jul 2024","gandhis death anniversary galvanises indias anticaa protesters jan demonstrators mark martyrdom iconic freedom fighter holding protests many accuse bjp doublespeak gandhi","Freedom fighter","Freedom_Fighter"
"311","What's behind Bangladesh's violent quota protests? | Protests News ...","Jul 16, 2024 ... What is the quota system in Bangladesh? · 30 percent for the children and grandchildren of freedom fighters · 10 percent for women · 10 percent “ ...","24 Nov 2010","whats behind bangladeshs violent quota protests protests news jul quota system bangladesh · percent children grandchildren freedom fighters · percent women · percent “ ","Freedom fighter","Freedom_Fighter"
"312","UN: defining terrorism | Features | Al Jazeera","Nov 24, 2010 ... The UN remains unable to draw a distinction between “freedom fighters” and “state sponsored terrorism”.","31 Oct 2013","un defining terrorism features al jazeera nov un remains unable draw distinction “freedom fighters” “state sponsored terrorism”","Freedom fighter","Freedom_Fighter"
"313","When US 'intelligence' becomes an oxymoron or just moronic ...","Oct 31, 2013 ... A former South African minister, businessman and freedom fighter is arrested at a New York airport. Why? He's on a terror watch list and is ...","Last update 8 Aug 2021"," us intelligence becomes oxymoron just moronic oct former south african minister businessman freedom fighter arrested new york airport hes terror watch list  ","Freedom fighter","Freedom_Fighter"
"314","The past, present, and future of Hamas | Hamas News | Al Jazeera","Jun 14, 2021 ... Palestinian Hamas fighters ... The Palestinian group Hamas doesn't fit neatly into the labels some try to fit it into — terrorist, freedom fighter ...","10 Nov 2017"," past present future hamas hamas news al jazeera jun palestinian hamas fighters palestinian group hamas doesnt fit neatly labels try fit — terrorist freedom fighter ","Freedom fighter","Freedom_Fighter"
"315","Tipu Sultan's birth anniversary observed amid protests | History ...","Nov 10, 2017 ... The state government, led by the Congress party, says Tipu Sultan is a freedom fighter who fought against the British colonial rulers, but the ...","22 Jul 2024","tipu sultans birth anniversary observed amid protests history nov state government led congress party says tipu sultan freedom fighter fought british colonial rulers  ","Freedom fighter","Freedom_Fighter"
"316","Who were the Razakars and why are they central to Bangladesh ...","Jul 22, 2024 ... As protesters demanded that the quota for families of freedom fighters be scrapped, the PM pushed back. The quota system was first introduced in ...","Last update 3 Mar 2021"," razakars central bangladesh jul protesters demanded quota families freedom fighters scrapped pm pushed back quota system first introduced  ","Freedom fighter","Freedom_Fighter"
"317","Myanmar's ARSA: Freedom fighters or 'terrorists'? | TV Shows | Al ...","Jan 7, 2018 ... Myanmar's ARSA: Freedom fighters or 'terrorists'? Al Jazeera speaks with a Rohingya fighter about the discrimination and persecution that ...","Last update 28 May 2022","myanmars arsa freedom fighters terrorists tv shows al jan myanmars arsa freedom fighters terrorists al jazeera speaks rohingya fighter discrimination persecution  ","Freedom fighter","Freedom_Fighter"
"318","Japanese Red Army founder Shigenobu freed from prison | Israel ...","May 28, 2022 ... FUSAKO SHIGENOBU IS FINALLY FREE! Japanese freedom fighter Fusako Shigenobu was released from prison in Japan today after 20 years in detention.","14 May 2013","japanese red army founder shigenobu freed prison israel may fusako shigenobu finally free japanese freedom fighter fusako shigenobu released prison japan today years detent","Freedom fighter","Freedom_Fighter"
"319","PKK mothers want to be reunited with children | Features | Al Jazeera","May 14, 2013 ... “My husband was a freedom fighter; he stood up for the rights of Kurds. When he was released, he was mentally ill. My daughter – back then ...","19 May 2009","pkk mothers want reunited children features al jazeera may “ husband freedom fighter stood rights kurds released mentally ill daughter – back  ","Freedom fighter","Freedom_Fighter"
"320","Obituary: Velupillai Prabhakaran | News | Al Jazeera","May 19, 2009 ... At its height, the Tigers were a powerful guerrilla force of about 30,000 fighters ... To his followers, Prabhakaran was a dedicated freedom ...","29 Oct 2013","obituary velupillai prabhakaran news al jazeera may height tigers powerful guerrilla force fighters followers prabhakaran dedicated freedom ","Freedom fighter","Neutral"
"321","S Africa's ANC demands US apology over arrest | News | Al Jazeera","Oct 29, 2013 ... ... fighter, activist and leader of our liberation ... Other prominent South African freedom fighters have also been arrested in recent years.","Last update 6 Aug 2024","s africas anc demands us apology arrest news al jazeera oct fighter activist leader liberation prominent south african freedom fighters also arrested recent year","Freedom fighter","Freedom_Fighter"
"322","Sheikh Hasina: A critical misstep and the end of 15 years ruling ...","Aug 5, 2024 ... In response, Hasina dismissively remarked, “If the grandchildren of freedom fighters don't receive [quota] benefits, who will? The ...","21 Feb 2014","sheikh hasina critical misstep end years ruling aug response hasina dismissively remarked “ grandchildren freedom fighters dont receive quota benefits will  ","Freedom fighter","Freedom_Fighter"
"323","Zimbabwe's controversial leader turns 90 | Features | Al Jazeera","Feb 21, 2014 ... One-time freedom fighter has ruled Zimbabwe since its independence in 1980.","Last update 8 Dec 2024","zimbabwes controversial leader turns features al jazeera feb onetime freedom fighter ruled zimbabwe since independence ","Freedom fighter","Freedom_Fighter"
"324","Opposition fighters declare Syria's Damascus 'liberated', al-Assad ...","Dec 8, 2024 ... Freedom!” heard in a main square. Omar Horanieh, a resident of the capital, told Al Jazeera that before opposition fighters entered the city, he ...","9 Sep 2014","opposition fighters declare syrias damascus liberated alassad dec freedom” heard main square omar horanieh resident capital told al jazeera opposition fighters entered city  ","Freedom fighter","Neutral"
"325","Afghanistan in the shadow of Ahmad Shah Massoud | Armed ...","Sep 9, 2014 ... The story of 9/11 is in reality the story of the legendary Afghan freedom fighter Ahmad Shah Massoud.","Last update 27 May 2015","afghanistan shadow ahmad shah massoud armed sep story reality story legendary afghan freedom fighter ahmad shah massoud","Freedom fighter","Freedom_Fighter"
"326","From Eritrean child soldier to Swedish parliamentarian | Refugees ...","May 27, 2015 ... “When I was 12, the [independence] fighters would come to our villages at night. They would sing freedom songs and tell us about Hamid Idris ...","13 Mar 2024"," eritrean child soldier swedish parliamentarian refugees may “ independence fighters come villages night sing freedom songs tell us hamid idris ","Freedom fighter","Neutral"
