"","headline","snippet","date","text_clean","keyword","framing_label"
"9601","Musharraf allied with the U.S. and promoted moderate Islam",NA,NA,"musharraf allied us promoted moderate islam na","Extremist group","Neutral"
"9602","Iran behind hack of French magazine Charlie Hebdo, Microsoft says",NA,NA,"iran behind hack french magazine charlie hebdo microsoft says na","Extremist group","Neutral"
"9603","Petr Pavel: who is the ex-army chief leading Czech presidential election race?",NA,NA,"petr pavel exarmy chief leading czech presidential election race na","Extremist group","Neutral"
"9604","Four Oath Keepers guilty of seditious conspiracy in U.S. Capitol attack",NA,NA,"four oath keepers guilty seditious conspiracy us capitol attack na","Extremist group","Neutral"
"9605","Proud Boys 'took aim' at U.S. democracy, prosecutor tells Jan. 6 trial",NA,NA,"proud boys took aim us democracy prosecutor tells jan trial na","Extremist group","Neutral"
"9606","Al Qaeda succession after al-Zawahiri's death still unclear -U.S. official",NA,NA,"al qaeda succession alzawahiris death still unclear us official na","Extremist group","Neutral"
"9607","Russia backs banning of maps disputing official 'territorial integrity'",NA,NA,"russia backs banning maps disputing official territorial integrity na","Extremist group","Neutral"
"9608","Russia jails nine Jehovah's Witnesses adherents in two-day period - group",NA,NA,"russia jails nine jehovahs witnesses adherents twoday period group na","Extremist group","Neutral"
"9609","Russia jails four Jehovah's Witnesses adherents for up to seven years in prison",NA,NA,"russia jails four jehovahs witnesses adherents seven years prison na","Extremist group","Neutral"
"9610","S.C. lawyer sentenced to 3 weeks in jail over U.S. Capitol riot",NA,NA,"sc lawyer sentenced weeks jail us capitol riot na","Extremist group","Neutral"
"9611","Indonesian suicide bomber leaves note criticising new criminal code",NA,NA,"indonesian suicide bomber leaves note criticising new criminal code na","Extremist group","Neutral"
"9612","'Cockeyed optimist' Biden pushes unity with Republicans after Democrats retain Senate",NA,NA,"cockeyed optimist biden pushes unity republicans democrats retain senate na","Extremist group","Neutral"
"9613","Democrats defy 'red wave' to keep Senate control",NA,NA,"democrats defy red wave keep senate control na","Extremist group","Neutral"
"9614","Democrats' risky midterm strategy to elevate election deniers appears to pay off",NA,NA,"democrats risky midterm strategy elevate election deniers appears pay na","Extremist group","Neutral"
"9615","Mastodon: What is the social network hailed as a Twitter alternative?",NA,NA,"mastodon social network hailed twitter alternative na","Extremist group","Neutral"
"9616","Insight: Alarmed by suicide attack, China and Pakistan work together on probe",NA,NA,"insight alarmed suicide attack china pakistan work together probe na","Extremist group","Neutral"
"9617","Interpol says metaverse opens up new world of cybercrime",NA,NA,"interpol says metaverse opens new world cybercrime na","Extremist group","Neutral"
"9618","White supremacist militia injunction provides encouraging blueprint",NA,NA,"white supremacist militia injunction provides encouraging blueprint na","Extremist group","Neutral"
"9619","New Zealand proposes stronger terrorism laws",NA,NA,"new zealand proposes stronger terrorism laws na","Extremist group","Terrorism"
"9620","Biden pledges law on abortion rights if Democrats keep Congress",NA,NA,"biden pledges law abortion rights democrats keep congress na","Extremist group","Neutral"
"9621","Oath Keepers leader said Trump 'will need us and our rifles', U.S. court hears",NA,NA,"oath keepers leader said trump will need us rifles us court hears na","Extremist group","Neutral"
"9622","'It was chaotic' -FBI witness to testify for second day in Oath Keepers trial",NA,NA," chaotic fbi witness testify second day oath keepers trial na","Extremist group","Neutral"
"9623","Oath Keeper leader spoke of 'civil war' ahead of Jan. 6 Capitol attack-U.S. prosecutors",NA,NA,"oath keeper leader spoke civil war ahead jan capitol attackus prosecutors na","Extremist group","Neutral"
"9624","Insight: 2020 election conspiracists could soon oversee voting in U.S. battleground states",NA,NA,"insight election conspiracists soon oversee voting us battleground states na","Extremist group","Neutral"
"9625","EU wants to ensure independent media, tougher media mergers rules",NA,NA,"eu wants ensure independent media tougher media mergers rules na","Extremist group","Neutral"
"9626","U.S. charges Oath Keepers lawyer with Jan. 6 conspiracy, obstruction",NA,NA,"us charges oath keepers lawyer jan conspiracy obstruction na","Extremist group","Neutral"
"9627","Iraq's political turmoil and its energy sector",NA,NA,"iraqs political turmoil energy sector na","Extremist group","Neutral"
"9628","Two alleged militia members found guilty of plot to abduct Michigan governor",NA,NA,"two alleged militia members found guilty plot abduct michigan governor na","Extremist group","Neutral"
"9629","Residents of Rushdie suspect's Lebanese village say incident has little to do with them",NA,NA,"residents rushdie suspects lebanese village say incident little na","Extremist group","Neutral"
"9630","Explainer: Rushdie attack shows the enduring impact of fatwas",NA,NA,"explainer rushdie attack shows enduring impact fatwas na","Extremist group","Neutral"
"9631","Iran says Rushdie and supporters to blame for attack",NA,NA,"iran says rushdie supporters blame attack na","Extremist group","Neutral"
"9632","Salman Rushdie off ventilator and 'road to recovery has begun,' agent says",NA,NA,"salman rushdie ventilator road recovery begun agent says na","Extremist group","Neutral"
"9633","Salman Rushdie still hospitalized as attack suspect pleads not guilty",NA,NA,"salman rushdie still hospitalized attack suspect pleads guilty na","Extremist group","Neutral"
"9634","Insight: In protests and politics, Canada's 'Freedom Convoy' reverberates",NA,NA,"insight protests politics canadas freedom convoy reverberates na","Extremist group","Neutral"
"9635","Poland summons Belarusian diplomat over jail sentence for journalist",NA,NA,"poland summons belarusian diplomat jail sentence journalist na","Extremist group","Neutral"
"9636","Belarus jails journalist for Polish broadcaster; Warsaw vows response",NA,NA,"belarus jails journalist polish broadcaster warsaw vows response na","Extremist group","Neutral"
"9637","Italy's centre-left sees open electoral race after pact with centrists",NA,NA,"italys centreleft sees open electoral race pact centrists na","Extremist group","Neutral"
"9638","Iraq’s competing Shi’ite groups",NA,NA,"iraq’s competing shi’ite groups na","Extremist group","Neutral"
"9639","Sadr's followers set up for long sit-in at Iraq parliament",NA,NA,"sadrs followers set long sitin iraq parliament na","Extremist group","Neutral"
"9640","Russia fines WhatsApp, Snap and others for storing user data abroad",NA,NA,"russia fines whatsapp snap others storing user data abroad na","Extremist group","Neutral"
"9641","Three dead in graduation shooting at top Philippines university",NA,NA,"three dead graduation shooting top philippines university na","Extremist group","Neutral"
"9642","Seven killed in Russian strikes on Syria - monitor, rescuers",NA,NA,"seven killed russian strikes syria monitor rescuers na","Extremist group","Neutral"
"9643","Belarus jails journalist for eight years on treason charge",NA,NA,"belarus jails journalist eight years treason charge na","Extremist group","Neutral"
"9644","Oath Keeper brought explosives to D.C. ahead of Jan. 6 attack, prosecutor says",NA,NA,"oath keeper brought explosives dc ahead jan attack prosecutor says na","Extremist group","Neutral"
"9645","Russian parliament backs tougher penalties for ""crimes against the state""",NA,NA,"russian parliament backs tougher penalties crimes state na","Extremist group","Neutral"
"9646","U.S. puts sanctions on men tied to Russian ultranationalist group",NA,NA,"us puts sanctions men tied russian ultranationalist group na","Extremist group","Neutral"
"9647","White nationalists accused of planning riot are bailed out of Idaho jail",NA,NA,"white nationalists accused planning riot bailed idaho jail na","Extremist group","Neutral"
"9648","White-nationalist group members charged with planning riot at Idaho pride event",NA,NA,"whitenationalist group members charged planning riot idaho pride event na","Extremist group","Neutral"
"9649","Belarus jails Radio Liberty freelancer for six years for 'extremism'",NA,NA,"belarus jails radio liberty freelancer six years extremism na","Extremist group","Neutral"
"9650","Russia's Navalny says he faces new criminal case, up to 15 more years in jail",NA,NA,"russias navalny says faces new criminal case years jail na","Extremist group","Neutral"
"9651","Russia releases Jehovah's Witness follower from prison",NA,NA,"russia releases jehovahs witness follower prison na","Extremist group","Neutral"
"9652","Militant suspects held in Indonesia pledged Islamic State loyalty, police say",NA,NA,"militant suspects held indonesia pledged islamic state loyalty police say na","Extremist group","Neutral"
"9653","'Copycat' mass shootings becoming deadlier, experts warn after New York attack",NA,NA,"copycat mass shootings becoming deadlier experts warn new york attack na","Extremist group","Neutral"
"9654","U.S. imposes sanctions on Islamic State financial network",NA,NA,"us imposes sanctions islamic state financial network na","Extremist group","Neutral"
"9655","Reaction to report on U.S. Supreme Court draft abortion decision",NA,NA,"reaction report us supreme court draft abortion decision na","Extremist group","Neutral"
"9656","How crypto giant Binance built ties to a Russian FSB-linked agency",NA,NA," crypto giant binance built ties russian fsblinked agency na","Extremist group","Neutral"
"9657","Islamic State claims Nigeria bombing, says about 30 killed or hurt",NA,NA,"islamic state claims nigeria bombing says killed hurt na","Extremist group","Neutral"
"9658","Malian, foreign soldiers allegedly killed hundreds in town siege -rights group",NA,NA,"malian foreign soldiers allegedly killed hundreds town siege rights group na","Extremist group","Neutral"
"9659","U.S. calls reports of many killed in Mali 'extremely disturbing'",NA,NA,"us calls reports many killed mali extremely disturbing na","Extremist group","Neutral"
"9660","Behind Russia's 'digital iron curtain', tech workarounds thrive",NA,NA,"behind russias digital iron curtain tech workarounds thrive na","Extremist group","Neutral"
"9661","Wall Street slips after Powell's hawkish remarks",NA,NA,"wall street slips powells hawkish remarks na","Extremist group","Neutral"
"9662","Russia finds Meta guilty of 'extremist activity' but WhatsApp can stay",NA,NA,"russia finds meta guilty extremist activity whatsapp can stay na","Extremist group","Neutral"
"9663","Russians to launch 'Rossgram' photo-share app after Instagram blocked",NA,NA,"russians launch rossgram photoshare app instagram blocked na","Extremist group","Neutral"
"9664","Russian forces regroup near Kyiv after setbacks",NA,NA,"russian forces regroup near kyiv setbacks na","Extremist group","Neutral"
"9665","Insight: More Russians, Ukrainians seek asylum at U.S.-Mexico border",NA,NA,"insight russians ukrainians seek asylum usmexico border na","Extremist group","Neutral"
"9666","Anti-Semitic propaganda in U.S. went up by 27% in 2021, advocacy group says",NA,NA,"antisemitic propaganda us went advocacy group says na","Extremist group","Neutral"
"9667","Abortion rights bill faces dim chances in U.S. Senate",NA,NA,"abortion rights bill faces dim chances us senate na","Extremist group","Neutral"
"9668","Australia intends to list Hamas as terrorist organisation",NA,NA,"australia intends list hamas terrorist organisation na","Extremist group","Neutral"
"9669","Canada police threaten protesters with arrest; government links blockade to extremists",NA,NA,"canada police threaten protesters arrest government links blockade extremists na","Extremist group","Neutral"
"9670","Berlinale fly-on-the-wall film peers inside German far right party",NA,NA,"berlinale flyonthewall film peers inside german far right party na","Extremist group","Neutral"
"9671","Exclusive: FBI probes pre-Capitol riot meeting of far-right groups",NA,NA,"exclusive fbi probes precapitol riot meeting farright groups na","Extremist group","Neutral"
"9672","Meta says it removed scammers' Canada convoy Facebook groups",NA,NA,"meta says removed scammers canada convoy facebook groups na","Extremist group","Neutral"
"9673","U.S. offers reward for information on ISIS-K leader, Kabul airport attack",NA,NA,"us offers reward information isisk leader kabul airport attack na","Extremist group","Neutral"
"9674","Islamic State loses second leader in two years",NA,NA,"islamic state loses second leader two years na","Extremist group","Neutral"
"9675","Russia adds Putin critic Navalny to list of 'terrorists and extremists'",NA,NA,"russia adds putin critic navalny list terrorists extremists na","Extremist group","Neutral"
"9676","Indonesia jails militant from group blamed for Bali bombings",NA,NA,"indonesia jails militant group blamed bali bombings na","Extremist group","Neutral"
"9677","Israel offers UAE security, intelligence support after deadly Houthi attack",NA,NA,"israel offers uae security intelligence support deadly houthi attack na","Extremist group","Neutral"
"9678","Italian Catholic, Jewish leaders condemn use of Nazi flag at church funeral",NA,NA,"italian catholic jewish leaders condemn use nazi flag church funeral na","Extremist group","Neutral"
"9679","'Erasing history': Russia closes top rights group, capping year of crackdowns",NA,NA,"erasing history russia closes top rights group capping year crackdowns na","Extremist group","Neutral"
"9680","Pentagon stops short of banning military membership in extremist groups",NA,NA,"pentagon stops short banning military membership extremist groups na","Extremist group","Neutral"
"9681","Russian court hands father of Navalny ally 3-year suspended sentence, lawyer says",NA,NA,"russian court hands father navalny ally year suspended sentence lawyer says na","Extremist group","Neutral"
"9682","EXCLUSIVE Zoom has joined tech industry counterterrorism group",NA,NA,"exclusive zoom joined tech industry counterterrorism group na","Extremist group","Neutral"
"9683","Politician says Germany should ban Telegram unless it tackles extremist content",NA,NA,"politician says germany ban telegram unless tackles extremist content na","Extremist group","Neutral"
"9684","Islamic State attack on Iraqi village kills 13, Kurdish government says",NA,NA,"islamic state attack iraqi village kills kurdish government says na","Extremist group","Neutral"
"9685","AI vigilantes fuel censorship fears in Russian cyberspace",NA,NA,"ai vigilantes fuel censorship fears russian cyberspace na","Extremist group","Neutral"
"9686","Indonesia arrests 24 people over links to extremist financing",NA,NA,"indonesia arrests people links extremist financing na","Extremist group","Neutral"
"9687","U.S. House panel probing Capitol riot subpoenas leaders of Proud Boys, Oath Keepers",NA,NA,"us house panel probing capitol riot subpoenas leaders proud boys oath keepers na","Extremist group","Neutral"
"9688","Russia declares rights lawyer who defended Navalny's group 'foreign agent'",NA,NA,"russia declares rights lawyer defended navalnys group foreign agent na","Extremist group","Neutral"
"9689","Finnish Christian charity cuts ties with Palestinian NGO accused by Israel of aiding militants",NA,NA,"finnish christian charity cuts ties palestinian ngo accused israel aiding militants na","Extremist group","Neutral"
"9690","Belarus declares Poland-based Belsat news channel an 'extremist' organisation",NA,NA,"belarus declares polandbased belsat news channel extremist organisation na","Extremist group","Neutral"
"9691","Explainer: Who are the Pakistani Islamists shouting ""death to blasphemers""?",NA,NA,"explainer pakistani islamists shouting death blasphemers na","Extremist group","Neutral"
"9692","Belarus classifies social media channels as 'extremist' in new crackdown",NA,NA,"belarus classifies social media channels extremist new crackdown na","Extremist group","State_Violence"
"9693","Two German ex-soldiers detained over plot to fight in Yemen",NA,NA,"two german exsoldiers detained plot fight yemen na","Extremist group","Neutral"
"9694","Belarus to make subscribing to some social media channels a criminal offence",NA,NA,"belarus make subscribing social media channels criminal offence na","Extremist group","Neutral"
"9695","Biden discusses Afghanistan with G20 leaders, including threat from ISIS-K",NA,NA,"biden discusses afghanistan g leaders including threat isisk na","Extremist group","Neutral"
"9696","Russia to seek hefty Facebook fine even after content was deleted",NA,NA,"russia seek hefty facebook fine even content deleted na","Extremist group","Neutral"
"9697","Russia opens new criminal case against Kremlin critic Navalny, threatens more jail time",NA,NA,"russia opens new criminal case kremlin critic navalny threatens jail time na","Extremist group","Neutral"
"9698","Russia moves to ban 'undesirable' Church of Scientology groups",NA,NA,"russia moves ban undesirable church scientology groups na","Extremist group","Neutral"
"9699","Melbourne police arrest 200 at COVID-19 lockdown protests",NA,NA,"melbourne police arrest covid lockdown protests na","Extremist group","Neutral"
"9700","'New normal': Kremlin says tough approach to Navalny allies here to stay",NA,NA,"new normal kremlin says tough approach navalny allies stay na","Extremist group","Neutral"
"9701","After killing Sahel Islamic State leader, France to hunt other chiefs",NA,NA," killing sahel islamic state leader france hunt chiefs na","Extremist group","Neutral"
"9702","Afghan envoys marooned abroad after Taliban's sudden return",NA,NA,"afghan envoys marooned abroad talibans sudden return na","Extremist group","Neutral"
"9703","Afghan diplomats chide allies, call on world to deny Taliban recognition",NA,NA,"afghan diplomats chide allies call world deny taliban recognition na","Extremist group","Neutral"
"9704","Drone attack hits near U.S. forces in Erbil, northern Iraq - officials",NA,NA,"drone attack hits near us forces erbil northern iraq officials na","Extremist group","Neutral"
"9705","Kremlin internet crackdown causing major outages as election looms",NA,NA,"kremlin internet crackdown causing major outages election looms na","Extremist group","State_Violence"
"9706","Review: Navalny explores limit of Russian activism",NA,NA,"review navalny explores limit russian activism na","Extremist group","Neutral"
"9707","Twitter tests 'Communities' feature for tweeting to groups",NA,NA,"twitter tests communities feature tweeting groups na","Extremist group","Neutral"
"9708","Myanmar urged to avoid violence after junta opponents declare revolt",NA,NA,"myanmar urged avoid violence junta opponents declare revolt na","Extremist group","Neutral"
"9709","EXCLUSIVE Amazon considers more proactive approach to determining what belongs on its cloud service",NA,NA,"exclusive amazon considers proactive approach determining belongs cloud service na","Extremist group","Neutral"
"9710","New Zealand tried to deport attacker for years after he arrived as refugee",NA,NA,"new zealand tried deport attacker years arrived refugee na","Extremist group","Neutral"
"9711","Key figures in Afghan Taliban's new government",NA,NA,"key figures afghan talibans new government na","Extremist group","Neutral"
"9712","Police in New Zealand kill ""extremist"" who stabbed six in supermarket",NA,NA,"police new zealand kill extremist stabbed six supermarket na","Extremist group","Neutral"
"9713","Reaction to New Zealand's supermarket attack by 'violent extremist'",NA,NA,"reaction new zealands supermarket attack violent extremist na","Extremist group","Neutral"
"9714","Texas abortion ban injects new urgency into U.S. election campaigns",NA,NA,"texas abortion ban injects new urgency us election campaigns na","Extremist group","Neutral"
"9715","Tanzania says gunman who killed four people last month was a terrorist",NA,NA,"tanzania says gunman killed four people last month terrorist na","Extremist group","Neutral"
"9716","After Taliban takeover, concerns mount over U.S. counterterrorism ability",NA,NA," taliban takeover concerns mount us counterterrorism ability na","Extremist group","Neutral"
"9717","Russia uses new hardware to target Navalny's anti-Kremlin app - experts",NA,NA,"russia uses new hardware target navalnys antikremlin app experts na","Extremist group","Neutral"
"9718","Proud Boys leader Tarrio sentenced to five months in jail by D.C. judge",NA,NA,"proud boys leader tarrio sentenced five months jail dc judge na","Extremist group","Neutral"
"9719","Gulf Arabs jittery about Taliban takeover but may seek pragmatic ties",NA,NA,"gulf arabs jittery taliban takeover may seek pragmatic ties na","Extremist group","Neutral"
"9720","U.S. appeals court upholds Texas ban on second-trimester abortion procedure",NA,NA,"us appeals court upholds texas ban secondtrimester abortion procedure na","Extremist group","Neutral"
"9721","Despite Taliban assurances, world frets again about Afghan militant havens",NA,NA,"despite taliban assurances world frets afghan militant havens na","Extremist group","Neutral"
"9722","'Is there any way we can get out?' Afghans in U.S. struggle to help relatives in Kabul",NA,NA," way can get afghans us struggle help relatives kabul na","Extremist group","Neutral"
"9723","Navalny's allies say Russia not able to track new form of donations",NA,NA,"navalnys allies say russia able track new form donations na","Extremist group","Neutral"
"9724","Russian court rejects appeal against 'extremist' label for Navalny groups - lawyers",NA,NA,"russian court rejects appeal extremist label navalny groups lawyers na","Extremist group","Neutral"
"9725","Belarus activist found dead in Kyiv was critic of gov't, organised protests",NA,NA,"belarus activist found dead kyiv critic govt organised protests na","Extremist group","Neutral"
"9726","Iraq says U.S. to return 17,000 ancient artifacts looted after invasion",NA,NA,"iraq says us return ancient artifacts looted invasion na","Extremist group","Neutral"
"9727","Prosecutors offer plea bargain to Jan. 6 riot suspect on pre-trial detention",NA,NA,"prosecutors offer plea bargain jan riot suspect pretrial detention na","Extremist group","Neutral"
"9728","PayPal to research transactions that fund hate groups, extremists",NA,NA,"paypal research transactions fund hate groups extremists na","Extremist group","Neutral"
"9729","Facebook and tech giants to target attacker manifestos, far-right militias in database",NA,NA,"facebook tech giants target attacker manifestos farright militias database na","Extremist group","Neutral"
"9730","Bells toll in Norway to mark 10 years since neo-Nazi Breivik killed 77",NA,NA,"bells toll norway mark years since neonazi breivik killed na","Extremist group","Neutral"
"9731","Russia sees security upside in Taliban's north Afghanistan gains - Ifax",NA,NA,"russia sees security upside talibans north afghanistan gains ifax na","Extremist group","Neutral"
"9732","Proud Boys leader pleads guilty to weapons charge, destroying Black Lives Matter flag",NA,NA,"proud boys leader pleads guilty weapons charge destroying black lives matter flag na","Extremist group","Neutral"
"9733","Nigeria kidnap spike threatens to create lost generation of students",NA,NA,"nigeria kidnap spike threatens create lost generation students na","Extremist group","Neutral"
"9734","After early COVID-19 response, Australia stuck in vaccine slow lane",NA,NA," early covid response australia stuck vaccine slow lane na","Extremist group","Neutral"
"9735","Russia jails Jehovah's Witness for record eight years over extremism",NA,NA,"russia jails jehovahs witness record eight years extremism na","Extremist group","Neutral"
"9736","Colombia seizes six metric tons of cocaine from ELN rebels",NA,NA,"colombia seizes six metric tons cocaine eln rebels na","Extremist group","Neutral"
"9737","U.S. tells U.N. that weekend airstrikes aimed to deter Iran",NA,NA,"us tells un weekend airstrikes aimed deter iran na","Extremist group","Neutral"
"9738","U.S. military days away from completing Afghan withdrawal - sources",NA,NA,"us military days away completing afghan withdrawal sources na","Extremist group","Neutral"
"9739","U.S. troops come under fire in Syria after strikes against Iran-backed militias",NA,NA,"us troops come fire syria strikes iranbacked militias na","Extremist group","Neutral"
"9740","U.S. warplanes strike Iran-backed militia in Iraq, Syria",NA,NA,"us warplanes strike iranbacked militia iraq syria na","Extremist group","Neutral"
"9741","Iraq paramilitaries show off weaponry in big, anniversary parade",NA,NA,"iraq paramilitaries show weaponry big anniversary parade na","Extremist group","Neutral"
"9742","Commander of Colombia's ELN armed group stands down due to health",NA,NA,"commander colombias eln armed group stands due health na","Extremist group","Neutral"
"9743","Kremlin critic Navalny discloses details of 'extremism' ruling",NA,NA,"kremlin critic navalny discloses details extremism ruling na","Extremist group","Neutral"
"9744","Australian police arrest man over alleged Islamic State membership",NA,NA,"australian police arrest man alleged islamic state membership na","Extremist group","Neutral"
"9745","Two Yemeni men held at Guantanamo approved for transfer",NA,NA,"two yemeni men held guantanamo approved transfer na","Extremist group","Neutral"
"9746","Colombia’s ELN rebels deny any role in car bombing at military base",NA,NA,"colombia’s eln rebels deny role car bombing military base na","Extremist group","Neutral"
"9747","Militant groups could pose threat to U.S. in two years from Afghanistan -Pentagon leaders",NA,NA,"militant groups pose threat us two years afghanistan pentagon leaders na","Extremist group","Neutral"
"9748","Kremlin critic Gudkov sees arrest as bid to bar him from election run",NA,NA,"kremlin critic gudkov sees arrest bid bar election run na","Extremist group","Neutral"
"9749","F. Lee Bailey, lawyer at O.J. Simpson 'trial of the century,' dies at 87",NA,NA,"f lee bailey lawyer oj simpson trial century dies na","Extremist group","Neutral"
"9750","Navalny ally urges donors to use cryptocurrency due to crackdown",NA,NA,"navalny ally urges donors use cryptocurrency due crackdown na","Extremist group","State_Violence"
"9751","Ten years after Breivik attacks, survivors seek to confront far-right extremism",NA,NA,"ten years breivik attacks survivors seek confront farright extremism na","Extremist group","Neutral"
"9752","Israeli, Egyptian officials meet in effort to solidify Gaza truce",NA,NA,"israeli egyptian officials meet effort solidify gaza truce na","Extremist group","Neutral"
"9753","Belgian army joins hunt for far-right soldier in forest",NA,NA,"belgian army joins hunt farright soldier forest na","Extremist group","Neutral"
"9754","WMD charges added against men accused of plotting to kidnap Michigan governor",NA,NA,"wmd charges added men accused plotting kidnap michigan governor na","Extremist group","Neutral"
"9755","UN slightly reduces rations for Rohingya refugees in Bangladesh",NA,NA,"un slightly reduces rations rohingya refugees bangladesh na","Radicalization","Neutral"
"9756","New Orleans attack puts spotlight on Islamic State comeback bid",NA,NA,"new orleans attack puts spotlight islamic state comeback bid na","Radicalization","Neutral"
"9757","Texas man who backed Islamic State acted alone in New Orleans attack, FBI says",NA,NA,"texas man backed islamic state acted alone new orleans attack fbi says na","Radicalization","Neutral"
"9758","Investigators seek clues to New Orleans attacker's path to radicalization",NA,NA,"investigators seek clues new orleans attackers path radicalization na","Radicalization","Neutral"
"9759","New Orleans suspect faced family and money struggles",NA,NA,"new orleans suspect faced family money struggles na","Radicalization","Neutral"
"9760","Austrian Taylor Swift plot suspect's lawyer plays down attack plan",NA,NA,"austrian taylor swift plot suspects lawyer plays attack plan na","Radicalization","Neutral"
"9761","Town at centre of teenage Taylor Swift plot stunned by online radicalization",NA,NA,"town centre teenage taylor swift plot stunned online radicalization na","Radicalization","Neutral"
"9762","Fact Check: CBC headline on push for medical assistance in dying is altered",NA,NA,"fact check cbc headline push medical assistance dying altered na","Radicalization","Neutral"
"9763","Poll shows rise in support by Palestinians for armed struggle",NA,NA,"poll shows rise support palestinians armed struggle na","Radicalization","Neutral"
"9764","Insight: Muslim schools caught up in France's fight against Islamism",NA,NA,"insight muslim schools caught frances fight islamism na","Radicalization","Neutral"
"9765","France expels 'radical' Tunisian imam - interior minister",NA,NA,"france expels radical tunisian imam interior minister na","Radicalization","Neutral"
"9766","Police detain man in relation to Cologne Cathedral threats",NA,NA,"police detain man relation cologne cathedral threats na","Radicalization","Neutral"
"9767","Security hiked at Cologne Cathedral for Christmas amid attack threat",NA,NA,"security hiked cologne cathedral christmas amid attack threat na","Radicalization","Neutral"
"9768","In Israel, US defence chief to look to next phase of Gaza war",NA,NA," israel us defence chief look next phase gaza war na","Radicalization","Neutral"
"9769","Inside Biden’s Israel-Hamas war cabinet",NA,NA,"inside biden’s israelhamas war cabinet na","Radicalization","Neutral"
"9770","Civilians are 'center of gravity' in Gaza war: US defense secretary",NA,NA,"civilians center gravity gaza war us defense secretary na","Radicalization","Neutral"
"9771","Gaza truce, radicalization fears, Black Friday deals and OpenAI’s breakthrough",NA,NA,"gaza truce radicalization fears black friday deals openai’s breakthrough na","Radicalization","Neutral"
"9772","Insight: Forever war? Israel risks a long, bloody insurgency in Gaza",NA,NA,"insight forever war israel risks long bloody insurgency gaza na","Radicalization","Neutral"
"9773","Argentina's election line-up twist boosts markets, adds spice to IMF talks",NA,NA,"argentinas election lineup twist boosts markets adds spice imf talks na","Radicalization","Neutral"
"9774","Brazilian equities higher in volatile trade after capital stormed",NA,NA,"brazilian equities higher volatile trade capital stormed na","Radicalization","Neutral"
"9775","Insight: 'Coup-mongering' Bolsonarista's battle cry reveals a radicalized Brazil",NA,NA,"insight coupmongering bolsonaristas battle cry reveals radicalized brazil na","Radicalization","Neutral"
"9776","Peru's new leader offers early election as seven die in protests",NA,NA,"perus new leader offers early election seven die protests na","Radicalization","Neutral"
"9777","VP Harris launches task force on online harassment after shootings",NA,NA,"vp harris launches task force online harassment shootings na","Radicalization","Neutral"
"9778","Ex-Austria Chancellor Kurz made co-chairman of anti-racism group",NA,NA,"exaustria chancellor kurz made cochairman antiracism group na","Radicalization","Neutral"
"9779","Argentina primary defeat puts Peronists in tough spot on policy",NA,NA,"argentina primary defeat puts peronists tough spot policy na","Radicalization","Neutral"
"9780","Facebook asks: Are your friends becoming extremists?",NA,NA,"facebook asks friends becoming extremists na","Radicalization","Neutral"
"9781","Threats and violence mark pandemic debate in Bolsonaro's Brazil",NA,NA,"threats violence mark pandemic debate bolsonaros brazil na","Radicalization","Neutral"
"9782","Pakistan's solar revolution leaves its middle class behind",NA,NA,"pakistans solar revolution leaves middle class behind na","Armed conflict","Neutral"
"9783","China still backs overseas coal plants despite 2021 pledge, research shows",NA,NA,"china still backs overseas coal plants despite pledge research shows na","Armed conflict","Neutral"
"9784","US appeals court revives temporary ban on CFPB mass firings",NA,NA,"us appeals court revives temporary ban cfpb mass firings na","Armed conflict","Neutral"
"9785","UK food inflation highest in 11 months, likely to rise further, BRC says",NA,NA,"uk food inflation highest months likely rise brc says na","Armed conflict","Neutral"
"9786","Putin announces May 8-10 ceasefire, Ukraine wants truce now",NA,NA,"putin announces may ceasefire ukraine wants truce now na","Armed conflict","Neutral"
"9787","The perilous migrant trail that ended in Yemen blast",NA,NA," perilous migrant trail ended yemen blast na","Armed conflict","Neutral"
"9788","Panic in Pakistan as India vows to cut off water supply over Kashmir",NA,NA,"panic pakistan india vows cut water supply kashmir na","Armed conflict","Neutral"
"9789","Russia says last Ukrainian troops expelled from Kursk region, Kyiv denies assertion",NA,NA,"russia says last ukrainian troops expelled kursk region kyiv denies assertion na","Armed conflict","Neutral"
"9790","Congo and Rwanda sign pathway to peace in US-brokered agreement",NA,NA,"congo rwanda sign pathway peace usbrokered agreement na","Armed conflict","Neutral"
"9791","Congo and Rwanda agree on pathway to peace in US-brokered deal",NA,NA,"congo rwanda agree pathway peace usbrokered deal na","Armed conflict","Neutral"
"9792","Exclusive: US Congress Republicans seek $27 billion for Golden Dome in Trump tax bill",NA,NA,"exclusive us congress republicans seek billion golden dome trump tax bill na","Armed conflict","Neutral"
"9793","Kremlin blames Ukraine for car bomb killing of general near Moscow",NA,NA,"kremlin blames ukraine car bomb killing general near moscow na","Armed conflict","Neutral"
"9794","Cash bonus for a year fighting Russia? Inside Ukraine's youth recruitment drive",NA,NA,"cash bonus year fighting russia inside ukraines youth recruitment drive na","Armed conflict","Neutral"
"9795","War-hit Congo park turns to chocolate gorillas in conservation push",NA,NA,"warhit congo park turns chocolate gorillas conservation push na","Armed conflict","Neutral"
"9796","Exclusive: Myanmar junta defies quake ceasefire to continue deadly attacks, data shows",NA,NA,"exclusive myanmar junta defies quake ceasefire continue deadly attacks data shows na","Armed conflict","Neutral"
