headline,link,date,snippet,keyword
Afghan war killing civilians despite US-Taliban peace deal: UN ...,https://www.aljazeera.com/news/2020/4/27/afghan-war-killing-civilians-despite-us-taliban-peace-deal-un,Last update 27 Apr 2020,"Apr 27, 2020 ... More than 500 civilians killed in first three months of 2020, UN report says as violence rages even after February deal.",Violence against civilians
Sexual violence pervasive in Cameroon's Anglophone regions ...,https://www.aljazeera.com/news/2021/4/29/gender-based-violence-pervasive-in-cameroons-anglophone-regions,Last update 29 Apr 2021,"Apr 29, 2021 ... ... violence against civilians are “false”. Before 2018, Reach Out documented about one case of gender-based violence per month across the ...",Violence against civilians
Burkina Faso: 2 days of mourning after attack kills 36 civilians ...,https://www.aljazeera.com/news/2020/1/22/burkina-faso-2-days-of-mourning-after-attack-kills-36-civilians,Last update 22 Jan 2020,"Jan 22, 2020 ... ... in which at least 36 civilians were killed, in the latest violence to rock the country. A “terrorist group” on Monday killed 32 civilians ...",Violence against civilians
UN report: Civilians main target of Iraq conflict | News | Al Jazeera,https://www.aljazeera.com/news/2015/7/13/un-report-civilians-main-target-of-iraq-conflict,Last update 13 Jul 2015,"Jul 13, 2015 ... Annual report on protection of civilians says ISIL responsible for most violence against civilians.",Violence against civilians
UN warns of escalating violence in Syria | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/12/un-warns-of-escalating-violence-in-syria,12 Jun 2012,"Jun 12, 2012 ... Secretary-general says “grave danger” face civilians in areas under fire while US warns of another “massacre”.",Violence against civilians
What was the 'Khartoum Massacre' marked by Sudan's activists ...,https://www.aljazeera.com/news/2024/6/3/what-was-the-khartoum-massacre-marked-by-sudans-activists,3 Jun 2024,"Jun 3, 2024 ... ... against violence against ... Al-Qadous, who survived the 2019 killings, said the ERRs are instrumental in helping civilians during the war.",Violence against civilians
"Violence in Sudan 'verging on pure evil', UN warns | Humanitarian ...",https://www.aljazeera.com/news/2023/11/11/violence-in-sudan-verging-on-pure-evil-un-warns,11 Nov 2023,"Nov 11, 2023 ... Violence against civilians in Sudan is “verging on pure evil”, a senior United Nations official has warned, after nearly seven months of war has left a wave of ...",Violence against civilians
Twenty-one civilians killed in Mali drone strikes: Separatist group ...,https://www.aljazeera.com/news/2024/8/26/twenty-one-civilians-killed-in-mali-drone-strikes-separatist-group,26 Aug 2024,"Aug 26, 2024 ... 'They rape us before we can cross': Women, girls fleeing violence in Mali ... Mali's army confirmed the drone attacks on national television, ...",Violence against civilians
UN chief urges Syria to end violent crackdown | News | Al Jazeera,https://www.aljazeera.com/news/2011/8/7/un-chief-urges-syria-to-end-violent-crackdown,7 Aug 2011,"Aug 7, 2011 ... UN Secretary General Ban Ki-moon has called on Syrian President Bashar al-Assad to halt the use of force against civilians “immediately”. Ban ...",Violence against civilians
UN reports rise in Afghan civilian casualties | Humanitarian Crises ...,https://www.aljazeera.com/news/2013/7/31/un-reports-rise-in-afghan-civilian-casualties,31 Jul 2013,"Jul 31, 2013 ... Report finds sharp rise in violence against civilians, especially women and children, as international forces withdraw.",Violence against civilians
"Beni, DRC: 'They hacked him and threw him in a pigsty' | Features ...",https://www.aljazeera.com/features/2016/8/29/beni-drc-they-hacked-him-and-threw-him-in-a-pigsty,Last update 29 Aug 2016,"Aug 29, 2016 ... The ongoing violence against civilians in eastern DR Congo leaves people terrified and uncertain about their future.",Violence against civilians
Seven civilians killed by roadside bomb in Afghanistan | Conflict ...,https://www.aljazeera.com/news/2020/8/23/seven-civilians-killed-by-roadside-bomb-in-afghanistan,Last update 23 Aug 2020,"Aug 23, 2020 ... Afghan civilians continue to bear the brunt of the violence across the country despite efforts to launch peace talks and find a road map for ...",Violence against civilians
UN: July deadliest month in Iraq since 2008 | News | Al Jazeera,https://www.aljazeera.com/news/2013/8/1/un-july-deadliest-month-in-iraq-since-2008,1 Aug 2013,"Aug 1, 2013 ... A total of 1057 Iraqis killed and 2326 wounded in violence whose impact on civilians “remains disturbingly high”.",Violence against civilians
Attacks on civilians in Myanmar 'crimes against humanity': UN ...,https://www.aljazeera.com/news/2021/11/6/attacks-on-civilians-in-myanmar-crimes-against-humanity-un,6 Nov 2021,"Nov 6, 2021 ... The head of the United Nations body investigating the most serious crimes in Myanmar has said that preliminary evidence collected since the ...",Violence against civilians
"UN: 70 killed in South Sudan clashes between army, civilians ...",https://www.aljazeera.com/news/2020/8/11/un-70-killed-in-south-sudan-clashes-between-army-civilians,11 Aug 2020,"Aug 11, 2020 ... The UN said the violence was sparked by a 'disarmament exercise' that is part of the country's recent peace agreement.",Violence against civilians
"US official condemns violence in Tigray, warns of new sanctions ...",https://www.aljazeera.com/news/2021/5/27/us-official-condemns-violence-in-tigray-warns-of-new-sanctions,27 May 2021,"May 27, 2021 ... ... on Ethiopia and Eritrea if attacks against civilians in the Tigray region continue, and is reviewing whether war crimes have been committed.",Violence against civilians
"Over 1,000 Afghan civilians killed since Taliban takeover: UN ...",https://www.aljazeera.com/news/2023/6/27/over-1000-afghan-civilians-killed-since-taliban-takeover-un,27 Jun 2023,"Jun 27, 2023 ... UNAMA report says there have been 3,774 civilian casualties, including 1,095 civilian deaths in violence since August 2021.",Violence against civilians
Gaddafi hits with deadly force | Features | Al Jazeera,https://www.aljazeera.com/features/2011/2/21/gaddafi-hits-with-deadly-force,21 Feb 2011,"Feb 21, 2011 ... The Cairo-based Arab Organisation for Human Rights has decried the use of violence against the protestors in Libya and called for an ...",Violence against civilians
Nations condemn Libyan crackdown | News | Al Jazeera,https://www.aljazeera.com/news/2011/2/22/nations-condemn-libyan-crackdown,22 Feb 2011,"Feb 22, 2011 ... ... in Libya. They condemned the violence and use of force against civilians, deplored the repression against peaceful demonstrators, and ...",Violence against civilians
At least 22 killed in troubled North Kivu province | Human Rights ...,https://www.aljazeera.com/news/2016/12/25/at-least-22-killed-in-troubled-north-kivu-province,25 Dec 2016,"Dec 25, 2016 ... Congolese soldiers ride on their pick-up truck after dispersing civilians protesting against ... The violence came amid a major political crisis ...",Violence against civilians
Tens of thousands displaced by South Sudan violence: UN | Human ...,https://www.aljazeera.com/news/2016/7/12/tens-of-thousands-displaced-by-south-sudan-violence-un,12 Jul 2016,"Jul 12, 2016 ... UN refugee agency calls on armed parties to protect civilians and demands neighbouring countries keep borders open.",Violence against civilians
Myanmar military adopts 'four cuts' to stamp out coup opponents ...,https://www.aljazeera.com/news/2021/7/5/the-people-hate-them-more-indiscriminate-attacks-on-civilians,Last update 6 Jul 2021,"Jul 5, 2021 ... The uptick in violence in Momauk and other ... to starve the support base of armed resistance and turn civilians against resistance groups.",Violence against civilians
"Starving, bombing civilians in the name of 'fighting terrorism ...",https://www.aljazeera.com/opinions/2018/5/18/starving-bombing-civilians-in-the-name-of-fighting-terrorism,Last update 18 May 2018,"May 18, 2018 ... Medicine and medical workers have also been sucked into the violence. This can be seen in the attempts by the Syrian government to control the ...",Violence against civilians
Violence in Egypt's Sinai kills police and civilians | Sinai Peninsula ...,https://www.aljazeera.com/news/2015/4/9/violence-in-egypts-sinai-kills-police-and-civilians,Last update 9 Apr 2015,"Apr 9, 2015 ... Egyptian army shelling strikes village near Sheikh Zuweid, killing 13 people, as bomb attack kills two police officers.",Violence against civilians
US says Sudan increasing attacks on civilians | News | Al Jazeera,https://www.aljazeera.com/news/2014/6/13/us-says-sudan-increasing-attacks-on-civilians,13 Jun 2014,"Jun 13, 2014 ... US envoy to UN Samantha Power says Sudanese government forces have targeted hospitals and schools with barrel bombs. Power said civilians ...",Violence against civilians
US sanctions RSF commander accused of rights abuses in Sudan's ...,https://www.aljazeera.com/news/2024/11/12/us-sanctions-rsf-commander-accused-of-rights-abuses-in-sudans,12 Nov 2024,"Nov 12, 2024 ... ... violence against civilians in Sudan since May 2023”. Barkalla led a violent campaign in West Darfur marred by credible allegations of rights ...",Violence against civilians
"Mapping 1,800 Israeli settler attacks in the West Bank since October ...",https://www.aljazeera.com/news/2025/1/22/mapping-1800-israeli-settler-attacks-in-the-occupied-west-bank-since-october-7,22 Jan 2025,"Jan 22, 2025 ... INTERACTIVE - Israeli settler violence in ... violent actions against Palestinians, including arson, property damage and assaults on civilians.",Violence against civilians
"Six rebels killed by Myanmar military, anti-coup force says | News ...",https://www.aljazeera.com/news/2021/5/16/six-rebels-killed-by-myanmar-military-anti-coup-force-says,16 May 2021,"May 16, 2021 ... ... violence against civilians. Since the military seized power in a February 1 coup, detaining and deposing civilian leader Aung San Suu Kyi, a ...",Violence against civilians
'Climate of fear': UN accuses Russia of abuses in occupied Ukraine ...,https://www.aljazeera.com/news/2024/3/21/climate-of-fear-un-accuses-russia-of-abuses-in-occupied-ukraine,Last update 21 Mar 2024,"Mar 21, 2024 ... ... civilian detainees, including a child, to conflict-related sexual violence. ... on civilians outside of detention, almost all of them against ...",Violence against civilians
Syria's al-Sharaa vows to punish forces responsible for mass killings ...,https://www.aljazeera.com/news/2025/3/10/syrias-al-sharaa-vows-to-punish-forces-responsible-for-mass-killings,Last update 10 Mar 2025,"Mar 10, 2025 ... Al-Sharaa blamed the outbreak of the violence on Thursday on ... civilians in the heartland of the Alawites in coastal Syria. Al ...",Violence against civilians
17 Malian civilians killed in clashes before presidential vote ...,https://www.aljazeera.com/news/2018/7/28/17-malian-civilians-killed-in-clashes-before-presidential-vote,Last update 28 Jul 2018,"Jul 28, 2018 ... At least 17 civilians were killed in ethnic violence in central Mali in one of a long series of attacks before a presidential election on Sunday ...",Violence against civilians
Nagaland: Violence after India forces 'mistakenly' kill civilians | News ...,https://www.aljazeera.com/news/2021/12/5/multiple-dead-after-operation-in-northeastern-india,Last update 5 Dec 2021,"Dec 5, 2021 ... A protester killed in fresh violence in Mon district a day after 13 civilians were allegedly killed by security forces.",Violence against civilians
"No respite for civilians fleeing Darfur, killed while escaping ...",https://www.aljazeera.com/news/2023/6/21/no-respite-for-civilians-fleeing-darfur-killed-while-escaping,Last update 26 Jun 2023,"Jun 21, 2023 ... Civilians fleeing violence in Sudan's West Darfur city of el-Geneina are being targeted even as they flee into neighbouring Chad.",Violence against civilians
"DRC: Rangers, civilians killed in attack in Virunga National Park ...",https://www.aljazeera.com/news/2020/4/25/drc-rangers-civilians-killed-in-attack-in-virunga-national-park,25 Apr 2020,"Apr 25, 2020 ... Major assault by fighters results in the killing of 17 people, including four civilians ... violence. Inaugurated in 1925, the park has ...",Violence against civilians
Violence returns to Tahrir Square | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/11/22/violence-returns-to-tahrir-square,22 Nov 2011,"Nov 22, 2011 ... A real crisis is taking place as you read these words, nothing short of urban warfare against civilians. Advertisement. The current escalation ...",Violence against civilians
UN reports 35 percent increase in people affected by South Sudan ...,https://www.aljazeera.com/news/2024/3/19/un-reports-35-percent-increase-in-people-affected-by-south-sudan-violence,19 Mar 2024,"Mar 19, 2024 ... ... civilians affected. More than half of those affected by the violence were caught up in retaliatory attacks related to the border dispute ...",Violence against civilians
"Israel's war crimes in Gaza are by design, not default | Israel ...",https://www.aljazeera.com/opinions/2023/11/9/israels-war-crimes-in-gaza-are-by-design-not-default,9 Nov 2023,"Nov 9, 2023 ... ... violence against civilians for political ends. Another important factor behind Israel's violence against Palestinian civilians, as I ...",Violence against civilians
North Kivu: Civilians bear the brunt of fresh fighting | Features | Al ...,https://www.aljazeera.com/features/2017/6/21/north-kivu-civilians-bear-the-brunt-of-fresh-fighting,Last update 21 Jun 2017,"Jun 21, 2017 ... An additional 1.3 million Congolese have fled the most recent violence in Kasai Province at the border with Angola. ... against civilians.",Violence against civilians
"At least 10 killed, dozens wounded in Israeli attacks across Jenin ...",https://www.aljazeera.com/news/2025/1/21/israeli-army-launches-deadly-attack-on-jenin-refugee-camp-in-west-bank,Last update 22 Jan 2025,"Jan 21, 2025 ... ... civilians, some in masks. Violence has soared throughout the West Bank since Israel launched its war on Gaza on October 7, 2023. Israeli ...",Violence against civilians
UN chief Guterres condemns Israel's raid on Jenin refugee camp ...,https://www.aljazeera.com/news/2023/7/7/un-chief-guterres-condemns-israels-raid-on-jenin-refugee-camp,Last update 7 Jul 2023,"Jul 7, 2023 ... ... to ensure that the civilian population is protected against all acts of violence”. ... violence against civilians”. Advertisement. “After his ...",Violence against civilians
Q&A: Will CAR peace accord bring end to violence? | News | Al ...,https://www.aljazeera.com/news/2017/6/20/qa-will-car-peace-accord-bring-end-to-violence,20 Jun 2017,"Jun 20, 2017 ... The real work begins now in getting these groups to cease attacks on civilians. The accord is signed at a time when violence is on the ...",Violence against civilians
Hundreds killed as Syria security forces battle al-Assad loyalists ...,https://www.aljazeera.com/news/2025/3/8/fighting-continues-as-syrias-president-calls-on-alawite-to-lay-down-arms,Last update 9 Mar 2025,"Mar 8, 2025 ... Calls for restraint amid reports of many civilians killed in wave of violence. Syrian army personnel gather as they head towards Latakia to ...",Violence against civilians
Putin concerned over 'catastrophic' civilian deaths in Israel-Gaza ...,https://www.aljazeera.com/news/2023/10/11/putin-concerned-over-catastrophic-civilian-deaths-in-israel-gaza-war,11 Oct 2023,"Oct 11, 2023 ... Russian leader blames explosion of violence on failed US Middle East policy that ignored aspirations of Palestinians.",Violence against civilians
The UN cannot abandon Darfuris amid rising violence | United ...,https://www.aljazeera.com/opinions/2020/12/24/darfuris-call-for-protection-in-vain,24 Dec 2020,"Dec 24, 2020 ... Under Sudan's new national plan to protect civilians, the government is to assume full responsibility for civilian security in compliance with ...",Violence against civilians
Children among the dozens killed in South Sudan violence | News ...,https://www.aljazeera.com/news/2022/1/25/dozens-including-children-killed-in-south-sudan-violence,Last update 25 Jan 2022,"Jan 25, 2022 ... ... in South Sudan's eastern Jonglei state, according to the United Nations. The attacks on Dungrut and Machined villages on Sunday sent civilians ...",Violence against civilians
Mali: Hundreds killed in intercommunal violence this year | Conflict ...,https://www.aljazeera.com/news/2018/7/17/mali-hundreds-killed-in-intercommunal-violence-this-year,Last update 17 Jul 2018,"Jul 17, 2018 ... Most of the civilian deaths occurred in the country's central region of Mopti, according to the UN human rights office.",Violence against civilians
Five suspected rebels killed in Kashmir amid escalating violence ...,https://www.aljazeera.com/news/2021/11/17/amid-escalating-violence-five-rebels-killed-in-kashmir-gunfight,Last update 17 Nov 2021,"Nov 17, 2021 ... Two civilians were also killed in the “crossfire”, police said. Witnesses and families of those killed have disputed police claims. At least two ...",Violence against civilians
Syria updates: Gov't forces battle al-Assad loyalists; hundreds killed ...,https://www.aljazeera.com/news/liveblog/2025/3/8/syria-live-news-fighting-between-government-forces-and-al-assad-loyalists,Last update 8 Mar 2025,"Mar 8, 2025 ... A military convoy heads towards Latakia to join the fight against the fighters linked to Syria's ... violence”, leaving civilians in the crossfire ...",Violence against civilians
Yemen: Intensifying war worsens world's worst civilian crisis ...,https://www.aljazeera.com/news/2022/2/7/yemen-intensifying-war-worsens-worlds-worst-civilian-crisis,7 Feb 2022,"Feb 7, 2022 ... Violence plaguing Yemen has escalated internally, regionally, and on an international level – particularly since January 17 Houthi attacks against Abu Dhabi.",Violence against civilians
Civilians killed as eastern Ukraine violence flares up | News | Al ...,https://www.aljazeera.com/news/2017/2/3/civilians-killed-as-eastern-ukraine-violence-flares-up,3 Feb 2017,"Feb 3, 2017 ... Friday's fatalities bring total death toll of latest wave of violence to 34 after relative calm in 33-month war.",Violence against civilians
Does Israel have the right to self-defence in Gaza? | Israel-Palestine ...,https://www.aljazeera.com/news/2023/11/17/does-israel-have-the-right-to-self-defence-in-gaza,17 Nov 2023,"Nov 17, 2023 ... ... on Armed Violence, which conducts research and advocacy on armed violence against civilians. He added that for Israel to claim this right ...",Violence against civilians
UN report: Darfur anarchy worsening | News | Al Jazeera,https://www.aljazeera.com/news/2005/11/23/un-report-darfur-anarchy-worsening,23 Nov 2005,"Nov 23, 2005 ... It said the upsurge in violence against civilians seriously affected children, and several had been abducted or killed. The violence also ...",Violence against civilians
Latin American nations denounce Venezuela crackdown | News | Al ...,https://www.aljazeera.com/news/2017/5/5/latin-american-nations-denounce-venezuela-crackdown,5 May 2017,"May 5, 2017 ... ... to respect the human rights of its citizens. “We condemn the excessive use of force by Venezuelan authorities against civilians who are ...",Violence against civilians
No escape for civilians in Syria | Refugees | Al Jazeera,https://www.aljazeera.com/opinions/2014/11/20/no-escape-for-civilians-in-syria,Last update 7 Dec 2014,"Nov 20, 2014 ... The number of Syrians able to flee violence in their country has dropped dramatically.",Violence against civilians
How Facebook hurt the Syrian Revolution | Science and Technology ...,https://www.aljazeera.com/opinions/2016/12/4/how-facebook-hurt-the-syrian-revolution,Last update 4 Dec 2016,"Dec 4, 2016 ... Social media made the Syrian revolutionary movement less resilient and more exposed to regime brutality.",Revolutionary movement
Did Arab leftists betray the revolution? | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2014/2/17/did-arab-leftists-betray-the-revolution,17 Feb 2014,"Feb 17, 2014 ... Ironically, most left-wing parties were caught unprepared for what has become an important revolutionary movement in the modern history of the ...",Revolutionary movement
The battle of 'resistance' vs 'revolution' in the Middle East | Arab ...,https://www.aljazeera.com/opinions/2020/1/15/the-battle-of-resistance-vs-revolution-in-the-middle-east,Last update 15 Jan 2020,"Jan 15, 2020 ... The clash between the 'resistance' and 'revolutionary' movements will define the Middle East in the future.",Revolutionary movement
The US is heading for a civil war | Racism | Al Jazeera,https://www.aljazeera.com/opinions/2022/5/31/the-civil-war-that-is-here-and-the-one-that-may-yet-come,31 May 2022,"May 31, 2022 ... Terrorism as an outlet for white male racist narcissism has morphed into racist organisations, from the Ku Klux Klan to neo-fascist movements, ...",Revolutionary movement
Is Iran on the verge of another revolution? | Government | Al Jazeera,https://www.aljazeera.com/opinions/2019/6/14/is-iran-on-the-verge-of-another-revolution,14 Jun 2019,"Jun 14, 2019 ... As American sociologist James DeFronzo has theorised, there are five critical factors that guarantee the success of any revolutionary movement: ...",Revolutionary movement
Libya's new leader calls for civil state | News | Al Jazeera,https://www.aljazeera.com/news/2011/9/13/libyas-new-leader-calls-for-civil-state,13 Sep 2011,"Sep 13, 2011 ... The chief of Libya's revolutionary movement has urged a cheering crowd in Tripoli to strive for a civil, democratic state, while loyalists ...",Revolutionary movement
What happened to the Green Movement in Iran? | Opinions | Al ...,https://www.aljazeera.com/opinions/2013/6/12/what-happened-to-the-green-movement-in-iran,12 Jun 2013,"Jun 12, 2013 ... But they failed, for they had nothing to contribute or to share with the millions of Iranians who, decades after the Iranian revolution of 1977- ...",Revolutionary movement
Peru divided over 1997 Japan embassy siege | News | Al Jazeera,https://www.aljazeera.com/news/2012/7/11/peru-divided-over-1997-japan-embassy-siege,11 Jul 2012,"Jul 11, 2012 ... For nearly five months, fighters from the Tupac Amaru Revolutionary Movement had held dozens hostage in the Japanese embassy following a party ...",Revolutionary movement
Why Sudan needs a slow transition | Omar al-Bashir | Al Jazeera,https://www.aljazeera.com/opinions/2019/5/23/why-sudan-needs-a-slow-transition,Last update 23 May 2019,"May 23, 2019 ... In both cases, the revolutionary movements were led by mostly ... Today, Sudan's revolutionary movement must take care not to repeat ...",Revolutionary movement
UN peackeeper killed in Congo clashes | News | Al Jazeera,https://www.aljazeera.com/news/2006/5/29/un-peackeeper-killed-in-congo-clashes,29 May 2006,"May 29, 2006 ... The Congolese Revolutionary Movement is a loose coalition of Ituri militias formed in December last year and has grown to number around 1,500 ...",Revolutionary movement
"Revolutions, but not as we know them | Opinions | Al Jazeera",https://www.aljazeera.com/opinions/2014/6/9/revolutions-but-not-as-we-know-them,9 Jun 2014,"Jun 9, 2014 ... This is not to say that we have seen the end of revolutionary movements. ... movement – against the capture of democracy itself by vested ...",Revolutionary movement
Iraq and its revolution after Soleimani's assassination | Soleimani ...,https://www.aljazeera.com/opinions/2020/1/14/iraq-and-its-revolution-after-soleimanis-assassination,Last update 14 Jan 2020,"Jan 14, 2020 ... ... movement will bear the brunt of this. Inside the US strategy on Iran ... Thus, the revolutionary movement, which holds the key to the ...",Revolutionary movement
Spain's Tahrir Square keeps up its struggle | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/6/22/spains-tahrir-square-keeps-up-its-struggle,22 Jun 2011,"Jun 22, 2011 ... ... revolutionary movement since the 1930s. Its been a month now since Real Democracy Now, a grass roots “platform,” as it called, began a march ...",Revolutionary movement
Arab Unity: Nasser's Revolution | News | Al Jazeera,https://www.aljazeera.com/news/2008/6/20/arab-unity-nassers-revolution,20 Jun 2008,"Jun 20, 2008 ... On July 23, 1952, a group of Egyptian army officers, calling themselves the Free Officers Movement, took power in a bloodless coup. At the ...",Revolutionary movement
Egypt: 'The counterrevolution is at its peak' | Hosni Mubarak News ...,https://www.aljazeera.com/news/2014/12/1/egypt-the-counterrevolution-is-at-its-peak,Last update 6 Dec 2014,"Dec 1, 2014 ... ... revolutionary movement. VIDEO: The future of Egypt after Mubarak verdict. The revolutionary reunion in the streets near Tahrir, however, was ...",Revolutionary movement
Syrian opposition leader offers to resign | News | Al Jazeera,https://www.aljazeera.com/news/2012/5/17/syrian-opposition-leader-offers-to-resign,17 May 2012,"May 17, 2012 ... ... revolutionary movement on the ground. The Local Coordination Committees, a grassroot activists movement, threatened hours earlier to pull ...",Revolutionary movement
Imperialism and revolutionaries | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2014/5/8/imperialism-and-revolutionaries,8 May 2014,"May 8, 2014 ... ... revolutionary movement that challenges its imperial domination around the globe. Given the cutthroat market for such dramas, this tone of ...",Revolutionary movement
Now the revolution can begin | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2012/6/16/now-the-revolution-can-begin,16 Jun 2012,"Jun 16, 2012 ... In so doing, it has given the revolutionary movement and its allies among liberals, the labour movement, working class Salafis and ...",Revolutionary movement
Awe and fear: Politicised gangs of Venezuela | Features | Al Jazeera,https://www.aljazeera.com/features/2013/6/8/awe-and-fear-politicised-gangs-of-venezuela,8 Jun 2013,"Jun 8, 2013 ... The exact number of members involved with Tupamaros and other far-left collectives, including La Piedrita, the Carapaica Revolutionary Movement ...",Revolutionary movement
The labour movement and the future of democracy in Egypt ...,https://www.aljazeera.com/opinions/2012/4/11/the-labour-movement-and-the-future-of-democracy-in-egypt,11 Apr 2012,"Apr 11, 2012 ... The actions of the Ultras and the labour movement could determine the future of revolutionary politics of Egypt.",Revolutionary movement
Morsi's win is a victory for the revolution | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2012/6/24/morsis-win-is-a-victory-for-the-revolution,24 Jun 2012,"Jun 24, 2012 ... Morsi's victory is the best progressives could have hoped for, and will allow a grassroots movement to slowly build.",Revolutionary movement
Cuba's Fidel Castro dead aged 90 | Fidel Castro News | Al Jazeera,https://www.aljazeera.com/news/2016/11/26/cubas-fidel-castro-dead-aged-90,26 Nov 2016,"Nov 26, 2016 ... Fidel Castro, the Cuban revolutionary ... “He has been a larger-than-life figure who inspired a revolutionary movement all over the world, ...",Revolutionary movement
Who was Che Guevara? | Government News | Al Jazeera,https://www.aljazeera.com/news/2017/10/8/who-was-che-guevara,8 Oct 2017,"Oct 8, 2017 ... By the end of 1966, after a brief return to Cuba, Guevara had switched his attention to Bolivia and a revolutionary movement against the ...",Revolutionary movement
The power of living in truth | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/12/28/the-power-of-living-in-truth,28 Dec 2011,"Dec 28, 2011 ... Havel was a pivotal leader of the revolutionary movements that culminated in freedom in Eastern Europe and the end, 20 years ago this month, of ...",Revolutionary movement
Where are Morocco's revolutionary activists? | News | Al Jazeera,https://www.aljazeera.com/news/2014/8/19/where-are-moroccos-revolutionary-activists,19 Aug 2014,"Aug 19, 2014 ... The February 20 movement helped spawn mass demonstrations that demanded democratisation in 2011. What happened? Inspired by Arab uprisings, ...",Revolutionary movement
My aunt the revolutionary | Features | Al Jazeera,https://www.aljazeera.com/features/2010/11/29/my-aunt-the-revolutionary,29 Nov 2010,"Nov 29, 2010 ... This was around the time that the Palestine Liberation Organisation (PLO) was formed. The new revolutionary movement had set up bases in Jordan ...",Revolutionary movement
Egypt's revolution hones its skills | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2013/7/2/egypts-revolution-hones-its-skills,2 Jul 2013,"Jul 2, 2013 ... As opposed to most protest movements in Egypt since the uprising against Mubarak, which follow in the footsteps of “We are all Khaled Said” and ...",Revolutionary movement
Is Algeria's Hirak dead? | Arab Spring: 10 years on | Al Jazeera,https://www.aljazeera.com/opinions/2021/2/22/is-algerias-hirak-dead,22 Feb 2021,"Feb 22, 2021 ... ... movement demanding political change in Algiers on February 22 ... Like other revolutionary movements in the region, the Algerian Hirak ...",Revolutionary movement
'Proud to be a revolutionary:' How Maduro appeals to his dwindling ...,https://www.aljazeera.com/news/longform/2024/7/25/proud-to-be-a-revolutionary-how-maduro-appeals-to-his-dwindling-base,Last update 25 Jul 2024,"Jul 25, 2024 ... The political movement Chavez forged even bears his name: Chavismo. Its acolytes are called “chavistas”. In Chavez's government, Maduro worked ...",Revolutionary movement
Macedonia activists defiant as 'I Protest' marches grow | News | Al ...,https://www.aljazeera.com/news/2016/6/5/macedonia-activists-defiant-as-i-protest-marches-grow,Last update 5 Jun 2016,"Jun 5, 2016 ... Supporters of the “Colourful Revolution” movement call for further demonstrations to “end criminal governance”.",Revolutionary movement
Armed Venezuelans fear 'Syria scenario' | Features | Al Jazeera,https://www.aljazeera.com/features/2014/2/24/armed-venezuelans-fear-syria-scenario,24 Feb 2014,"Feb 24, 2014 ... “This is part of a worldwide experience with paramilitary groups,” the former leader of the Left Revolutionary Movement (known by its Spanish ...",Revolutionary movement
Macedonia charges protesters in 'Colourful Revolution' | Human ...,https://www.aljazeera.com/features/2016/6/24/macedonia-charges-protesters-in-colourful-revolution,24 Jun 2016,"Jun 24, 2016 ... The movement draws supporters from the ethnic Macedonian majority and the Albanian minority. They have called on the government to drop charges ...",Revolutionary movement
Stealing Egypt's revolution | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/2/18/stealing-egypts-revolution,18 Feb 2011,"Feb 18, 2011 ... Suddenly the revolutionary movement found itself embraced by new friends in the British, US and West German governments. These same ...",Revolutionary movement
"The revolution, back in black | Opinions | Al Jazeera",https://www.aljazeera.com/opinions/2013/2/2/the-revolution-back-in-black,2 Feb 2013,"Feb 2, 2013 ... Simply put, routinised violence against property cost the anti-corporate globalisation movement significant support in the US and Europe ...",Revolutionary movement
The victory of Bangladesh's student movement should not surprise ...,https://www.aljazeera.com/opinions/2024/8/5/the-victory-of-bangladeshs-student-movement-should-not-surprise-anyone,Last update 23 Aug 2024,"Aug 5, 2024 ... It seemed the students toppled Hasina's government in five short weeks, but this revolution was 15 years in the making.",Revolutionary movement
"George Floyd, a survivor's guilt and a global Black Lives Matter ...",https://www.aljazeera.com/opinions/2020/6/21/george-floyd-a-survivors-guilt-and-a-global-black-lives-matter,Last update 21 Jun 2020,"Jun 21, 2020 ... Indeed, I so wished I was in the United States to take part in this historic moment, in this revolutionary movement. But return home for me ...",Revolutionary movement
Oaxaca's revolutionary street art | Arts and Culture | Al Jazeera,https://www.aljazeera.com/features/2017/3/26/oaxacas-revolutionary-street-art,Last update 26 Mar 2017,"Mar 26, 2017 ... ... movement that has arisen from the political turmoil in the southern state. “The simple act of sticking something out on the street means now ...",Revolutionary movement
Syria and the unfolding hegemonic game | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/11/25/syria-and-the-unfolding-hegemonic-game,25 Nov 2011,"Nov 25, 2011 ... Finally, preferring evolution to revolution, Saudis have crushed revolutionary movements in Bahrain and Yemen albeit via different means.",Revolutionary movement
Ahmed Seif and Egypt's prison generation | Hosni Mubarak | Al ...,https://www.aljazeera.com/opinions/2014/9/14/ahmed-seif-and-egypts-prison-generation,14 Sep 2014,"Sep 14, 2014 ... ... revolutionary movement. All that's left is punishment and spectacle. Book publisher Sherif Boraie, another veteran of the Tahrir uprising ...",Revolutionary movement
